Symbol,Price,BEP20 Circulation,BEP20 Used Amount,BEP20 Used Ratio,BEP20 Circulation Market Capacity,BEP20 Used Market Capacity,BPE2 Circulation,BEP2 Circulation Market Capacity,TotalSupply,Total Market Capacity,BEP20 Contract,Need Rebalancing?
SXP-CCC,$3.2991,87539229.1,68033170.9,77.7174%,$288804265,$224451027.6,202175696.9,$667006143,289714926,$955810408.1,0x47BEAd2563dCBf3bF2c9407fEa4dC236fAbA485A,false
TWT-8C2,$0.6462,181302791.2,88201632.1,48.6488%,$117154984.6,$56994494,818697206.8,$529029134.1,999999998,$646184118.7,0x4B0F1812e5Df2A09796481Ff14017e6005508003,false
ANKR-E97,$0.1654,9057567999.2,215891931.3,2.3836%,$1498310597.4,$35713026.8,942432000.8,$155897902.6,10000000000,$1654208500,0xf307910A4c7bbc79691fD374889b36d8531B08e3,false
EGLD-745,$143.5694,599960.4,49608.1,8.2686%,$86135963.2,$7122211.2,39.6,$5692.4,600000,$86141655.6,0xbF7c81FFF98BbE61B40Ed186e4AfD6DDd01337fe,false
Cake,$17.0275,142156745.9,127186256.3,89.469%,$2420569801.7,$2165660230.1,0,$0,142156745.924653987196047849,$2420569801.7,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,true
ALPHA,$1.8411,1000000000,139078220.9,13.9078%,$1841116930,$256059267.1,0,$0,1000000000,$1841116930,0xa1faa113cbE53436Df28FF0aEe54275c13B40975,true
XVS,$56.7625,29999997.3,27193273.8,90.6443%,$1702874422.3,$1543557818.9,0,$0,29999997.32802105,$1702874422.3,0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63,true
BURGER,$5.5881,12011302.1,6001882.6,49.9686%,$67120827.7,$33539355.3,0,$0,12011302.144126493338583212,$67120827.7,0xAe9269f27437f0fcBC232d39Ec814844a51d6b8f,true
PROM,$0,19250000,18661130.9,96.9409%,$0,$0,0,$0,19250000,$0,0xaF53d56ff99f1322515E54FdDE93FF8b3b7DAFd5,true
CTK,$2.7672,8556488.2,2908595.3,33.9929%,$23677781.7,$8048755.8,0,$0,8556488.241092,$23677781.7,0xA8c2B8eec3d368C0253ad3dae65a5F2BBB89c929,true
SPARTA,$1.11,64301967.1,34420676,53.5297%,$71375183.5,$38206950.4,0,$0,64301967.142379120151814496,$71375183.5,0xE4Ae305ebE1AbE663f261Bc00534067C80ad677C,true
crADA,$0,148361280.2,148361280.2,100%,$0,$0,0,$0,148361280.17317774,$0,0x81C15D3E956e55e77E1f3F257f0A65Bd2725fC55,true
